Date,Bus Route No.,From,To,Trips per Day,Way,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Time (mins),Main Station,Tickets Sold,Revenue Generated (INR)
30-09-2024,224H,Aramghar,Afzalgunj,17,Round Trip,27,10,43.91,15,Ameerpet,141,7104.95
01-10-2024,205B,TSRTC pushpak,Majeedpur,4,Round Trip,9,53,53.68,10,Koti,97,3391.33
01-10-2024,207,Koti Women's College,Saroor Nagar Bus Terminal,1,One Way,44,41,13.91,90,Koti,214,3890.64
01-10-2024,218D,Borabanda,Shamshiguda,16,One Way,7,30,18.89,107,Ameerpet,138,7409.47
01-10-2024,218,Uppal X Road,Nampally,13,Round Trip,25,20,34.53,71,Ameerpet,345,14939.54
01-10-2024,219,Chandrayan Gutta X Road,Hayathnagar,12,Round Trip,26,20,17.9,63,Ameerpet,198,6534.81
01-10-2024,283A,NGO Colony,Balanagar X Road,8,One Way,13,5,5.28,102,Ameerpet,211,10472.26
01-10-2024,10H/250C,Jagadgirigutta,Gajula Ramaram,18,One Way,8,30,5.62,83,Ameerpet,420,11573.86
01-10-2024,83J/272G,Mehdipatnam,Patancheru Bus Station,13,Round Trip,26,30,6.19,75,Ameerpet,240,7121.19
01-10-2024,9X/283D,Borabanda,Bowrampet,18,One Way,22,20,5.34,70,Ameerpet,405,14901.33792
01-10-2024,289M,Charminar,Secunderabad Bus Station,13,Round Trip,10,5,10.61,46,Ameerpet,414,12734.84
01-10-2024,225,Aramghar,Suraram,19,One Way,13,30,5.2,26,Ameerpet,249,4508.76
01-10-2024,218D,Suraram,Suraram,5,One Way,27,30,24.36,32,Ameerpet,231,2698.92
01-10-2024,225M,Borabanda,Shamshiguda,7,One Way,29,15,19.51,12,Ameerpet,414,8983.19
02-10-2024,218L/V,L.B. Nagar,Shamshiguda,20,One Way,16,10,20.75,31,Ameerpet,261,3528.75
02-10-2024,41,MGBS,Hayathnagar,13,Round Trip,16,20,48.19,104,Ameerpet,452,3929.04
02-10-2024,9X,Jeedimetla,Patancheru Bus Station,10,One Way,29,30,18.22,53,Ameerpet,367,3950.755324
02-10-2024,225L/V,Kukatpally,Bachupally,19,Round Trip,21,10,36.05,18,Ameerpet,467,3915.64
02-10-2024,19Y/F,Gandimaisamma X Road,Shamshiguda,19,Round Trip,12,15,20.77,41,Ameerpet,240,9302.62
02-10-2024,225L/299,Boduppal,Ameerpet,19,One Way,18,10,20.56,94,Ameerpet,126,5771.47
02-10-2024,189 MJ,Sanath Nagar,Kachiguda,6,One Way,30,15,24.97,107,Ameerpet,434,13427.5
03-10-2024,201M,Secunderabad (Medchal),Chandrayangutta X Road,7,Round Trip,39,11,55.44,14,Koti,360,1809.09
03-10-2024,127,Madhapur Petrol Pump,Saroor Nagar Bus Terminal,9,Round Trip,37,45,86.85,13,Koti,475,1125.84
03-10-2024,41,Sanath Nagar,Nampally,16,One Way,8,30,40.94,55,Ameerpet,218,7833.56
03-10-2024,9 YF,Sanath Nagar,Hayathnagar,17,Round Trip,30,10,32.85,63,Ameerpet,142,13060.3
03-10-2024,218HG,Sanath Nagar,Afzalgunj,10,Round Trip,29,15,46.83,68,Ameerpet,456,14838.84
03-10-2024,9K,Sanath Nagar,Bachupally,6,One Way,9,10,33.58,98,Ameerpet,235,7639.63
03-10-2024,218HG,MGBS,VV Nagar,19,Round Trip,11,20,13.18,92,Ameerpet,330,5717.7
03-10-2024,225L/V,Koti,Ameerpet,20,One Way,16,15,16.52,118,Ameerpet,320,5615.599692
03-10-2024,187J,Dilsukhnagar,Patancheru Bus Station,5,Round Trip,28,10,41.48,116,Ameerpet,450,13775.26
03-10-2024,189 MJ,Jagadgirigutta,Kachiguda,20,Round Trip,6,10,27.92,24,Ameerpet,338,6170.47
04-10-2024,156S,Hayathnagar,Ramoji Film City,6,One Way,15,21,47.79,12,Koti,393,4226.94
04-10-2024,225A,KPHB,Bowrampet,9,One Way,23,5,20.88,85,Ameerpet,172,4293.13
04-10-2024,19/224,NGO Colony,L.B. Nagar Ring Road,11,One Way,20,30,49.94,90,Ameerpet,221,6630.58
04-10-2024,9X,BHEL,Bowrampet,15,Round Trip,13,5,14.07,21,Ameerpet,476,7073.02
04-10-2024,10H/25S,Aramghar,Bachupally,16,One Way,11,15,13.36,91,Ameerpet,247,5804.08
04-10-2024,9X/283D,Aramghar,Nampally,6,One Way,7,20,31.13,88,Ameerpet,355,3617.14
04-10-2024,19/224,Boduppal,Secunderabad Bus Station,14,One Way,18,20,49.33,73,Ameerpet,147,18137.63332
04-10-2024,218L,NGO Colony,Patancheru Bus Station,17,One Way,5,30,5.28,112,Ameerpet,386,3894.27
04-10-2024,19Y/F,MGBS,Film Nagar,16,Round Trip,25,20,48.16,88,Ameerpet,342,2987.87
04-10-2024,218/19M,Koti,Hayathnagar,15,Round Trip,22,5,37.21,47,Ameerpet,157,5362.14
04-10-2024,230X,Chandrayan Gutta X Road,ESI,8,Round Trip,18,20,46.56,114,Ameerpet,265,2430.55
04-10-2024,10H/25S,Jagadgirigutta,L.B. Nagar Ring Road,11,One Way,8,15,32.1,94,Ameerpet,108,9256.12
04-10-2024,113F,Central Bus Station,Ameerpet,19,One Way,20,10,39.77,38,Ameerpet,496,12532.65
04-10-2024,9M-1,Mehdipatnam,Lingampally,18,Round Trip,16,10,21.14,109,Ameerpet,270,3729.79
04-10-2024,9D,Sanath Nagar,Patancheru Bus Station,12,One Way,13,20,24.07,110,Ameerpet,327,7517.9
05-10-2024,209,Mehdipatnam,Marripally,13,One Way,28,48,45.41,50,Koti,192,2089.28
05-10-2024,41N,Uppal X Road,Kondapur Bus Station,16,One Way,5,10,25.44,59,Ameerpet,270,36914.9
05-10-2024,9X/272G,NGO Colony,VV Nagar,12,One Way,8,5,33.02,82,Ameerpet,242,9014.83
05-10-2024,9 YF,BHEL,Bachupally,5,One Way,27,10,47.13,69,Ameerpet,441,8788.03
05-10-2024,223R,Dilsukhnagar,Nampally,8,One Way,30,30,23.69,67,Ameerpet,140,2260.15
05-10-2024,218C,Aramghar,VV Nagar,14,One Way,18,20,26.37,113,Ameerpet,196,13500.99
06-10-2024,207,High Court Colony Deer Park,Ramoji Film City,13,One Way,37,52,87.39,38,Koti,123,1326.36
06-10-2024,216D/L,Mehdipatnam,Sanghi Nagar,19,One Way,22,12,88.59,74,Koti,158,2384.48
06-10-2024,209,High Court Colony Deer Park,Brahmanpally,8,Round Trip,8,31,47.98,48,Koti,249,556.84
06-10-2024,19F/A,Dilsukhnagar,VV Nagar,15,Round Trip,22,10,28.18,111,Ameerpet,126,14647.33
06-10-2024,187JL,Mehdipatnam,Kondapur Bus Station,5,One Way,12,30,13.17,104,Ameerpet,115,3526.84
06-10-2024,283A,Kukatpally,Balanagar X Road,5,One Way,10,20,25.28,17,Ameerpet,487,10334.6
06-10-2024,41,Aramghar,Suraram,9,One Way,16,30,21.29,51,Ameerpet,232,2066.04
06-10-2024,187JL,KPHB,Bowrampet,14,One Way,14,5,9.74,111,Ameerpet,124,10604.79
06-10-2024,9X/272G,Kukatpally,Suraram,16,Round Trip,19,15,43.11,64,Ameerpet,331,11334.28
06-10-2024,83J/272G,Central Bus Station,Balanagar X Road,20,One Way,25,10,46.72,80,Ameerpet,187,5675.98
06-10-2024,9 YF,Dilsukhnagar,Gandimaisamma,17,One Way,27,30,5.42,109,Ameerpet,179,5936.18
06-10-2024,189M/92A,BHEL,Kachiguda,19,Round Trip,19,20,27.01,68,Ameerpet,164,115368.1
06-10-2024,9X/272G,Dilsukhnagar,Kondapur Bus Station,10,One Way,5,10,43.03,69,Ameerpet,376,5051.36
06-10-2024,10H/250C,Jagadgirigutta,Kondapur Bus Station,5,Round Trip,7,20,13.57,83,Ameerpet,297,6317.32
06-10-2024,183AJ,Jeedimetla,Secunderabad Bus Station,16,Round Trip,5,30,21.85,99,Ameerpet,108,11071.74
06-10-2024,225M,KPHB,Balanagar X Road,5,One Way,8,15,30.18,118,Ameerpet,331,7720.89
06-10-2024,102B/218L,NGO Colony,Afzalgunj,14,Round Trip,22,5,32.4,32,Ameerpet,499,3333.85
06-10-2024,189M,L.B. Nagar,Hayathnagar,5,One Way,8,15,15.48,96,Ameerpet,114,10837.36
06-10-2024,113F,Aramghar,Afzalgunj,8,Round Trip,19,15,5.96,30,Ameerpet,136,12583.35
06-10-2024,230N,Chandrayan Gutta X Road,Secunderabad Bus Station,10,One Way,12,15,15.48,78,Ameerpet,187,7479.74
06-10-2024,185,Boduppal,Bachupally,8,One Way,11,5,10.38,102,Ameerpet,368,14779
06-10-2024,113F,BHEL,VV Nagar,10,One Way,15,30,12.28,88,Ameerpet,371,12302.28
06-10-2024,218D,Uppal X Road,ESI,15,One Way,18,5,47.63,22,Ameerpet,481,11360.29
06-10-2024,189M/92A,Gandimaisamma X Road,Afzalgunj,10,Round Trip,26,20,38.79,20,Ameerpet,472,8912.16
07-10-2024,11,Chengicherla,NGO colony,1,Round-trip,19,17,47.15,78,Hitech City,239,2666.02
07-10-2024,83J/272G,Aramghar,Bowrampet,16,One Way,27,20,46.22,79,Ameerpet,107,4863.54
07-10-2024,19F/A,Uppal X Road,Kachiguda,20,One Way,28,10,24.31,106,Ameerpet,461,6131.1
07-10-2024,9M,Charminar,Kachiguda,7,Round Trip,12,5,18.88,29,Ameerpet,380,10419.7
07-10-2024,225L/V,Jagadgirigutta,Patancheru Bus Station,11,One Way,20,20,21.54,27,Ameerpet,191,11731.67
07-10-2024,183,Chengicherla,Gajula Ramaram,7,Round Trip,27,20,42.42,101,Ameerpet,308,8616.347032
07-10-2024,19K,Suraram,Ameerpet,14,Round Trip,18,10,25.75,30,Ameerpet,103,3981.641071
07-10-2024,83J/272G,KPHB,Suraram,17,One Way,26,20,14.27,117,Ameerpet,343,3648.61
07-10-2024,283D,BHEL,Kondapur Bus Station,12,Round Trip,6,10,22.32,59,Ameerpet,321,13810.84355
07-10-2024,9K/272G,Jeedimetla,Bowrampet,7,Round Trip,30,5,26.06,113,Ameerpet,159,9252.35
07-10-2024,187J,Koti,Secunderabad Bus Station,9,One Way,5,20,12.03,40,Ameerpet,443,9546.26
07-10-2024,287N,Jeedimetla,Hayathnagar,13,Round Trip,26,15,49.57,66,Ameerpet,317,3475.048127
07-10-2024,225L,Sanath Nagar,Bachupally,17,Round Trip,29,30,5.66,97,Ameerpet,126,8655.5
07-10-2024,189 MJ,Gandimaisamma X Road,Suraram,15,One Way,30,30,22.01,40,Ameerpet,268,4724.25
08-10-2024,298,Hayathnagar,Chandrayangutta X Road,11,One Way,42,18,88.01,117,Koti,258,4373.05
08-10-2024,9X,Gandimaisamma X Road,Secunderabad Bus Station,20,Round Trip,7,20,5.67,46,Ameerpet,207,10652.87
08-10-2024,102B/218L,Uppal X Road,Secunderabad Bus Station,10,Round Trip,9,15,34.55,48,Ameerpet,134,3655.828253
08-10-2024,230X,NGO Colony,Kondapur Bus Station,19,One Way,30,30,17.53,76,Ameerpet,354,3398.35
08-10-2024,283D,Chengicherla,Nampally,15,Round Trip,25,20,27.23,84,Ameerpet,243,8377.48
08-10-2024,218C,Mehdipatnam,Gajula Ramaram,19,Round Trip,14,30,48.38,88,Ameerpet,111,5851.68
08-10-2024,219,Chandrayan Gutta X Road,Balanagar X Road,5,Round Trip,28,20,22.99,51,Ameerpet,476,10727.88
08-10-2024,19M,Gandimaisamma X Road,Gandimaisamma,18,One Way,25,10,43.77,40,Ameerpet,318,8186.87
08-10-2024,9M,NGO Colony,VV Nagar,5,One Way,19,30,14.45,97,Ameerpet,170,5310.82
08-10-2024,19F,Chandrayan Gutta X Road,Kachiguda,5,Round Trip,10,5,16.43,98,Ameerpet,382,6538.26
08-10-2024,83K,Borabanda,Patancheru Bus Station,20,One Way,27,20,5.12,21,Ameerpet,451,5945.34
08-10-2024,223R,NGO Colony,Kondapur Bus Station,5,One Way,15,15,23.73,63,Ameerpet,247,14409.16
08-10-2024,19K,L.B. Nagar,Gandimaisamma,6,Round Trip,25,15,18.58,111,Ameerpet,121,10290.05
08-10-2024,272C,Dilsukhnagar,Nampally,20,Round Trip,10,15,24.45,63,Ameerpet,498,12112.52
09-10-2024,127K,ESI hospital,kondapur,13,Round-trip,19,39,11.75,25,Hitech City,265,3286.98
09-10-2024,218,Aramghar,Afzalgunj,19,One Way,20,30,32.97,56,Ameerpet,383,9524.37
09-10-2024,225HP,Allwyn Colony,Bachupally,7,Round Trip,21,5,11.82,20,Ameerpet,370,10800.13
09-10-2024,113EL,Allwyn Colony,Bowrampet,11,One Way,24,10,49.37,97,Ameerpet,238,9742.45
09-10-2024,9M,Uppal X Road,Balanagar X Road,13,One Way,14,30,32.98,106,Ameerpet,339,7420.94
09-10-2024,83K,Charminar,ESI,9,Round Trip,10,20,24.69,82,Ameerpet,374,9632.26
09-10-2024,113F,Sanath Nagar,Patancheru Bus Station,9,One Way,24,20,30.69,44,Ameerpet,181,13029.74
09-10-2024,19M,NGO Colony,Ameerpet,16,One Way,5,5,40.32,57,Ameerpet,182,9810.65
09-10-2024,283A,Jeedimetla,Patancheru Bus Station,9,One Way,20,10,49.99,75,Ameerpet,140,9668.14
09-10-2024,225HP,Kukatpally,Bowrampet,12,Round Trip,7,5,9.77,66,Ameerpet,191,4686.42
09-10-2024,9D,Chengicherla,Afzalgunj,18,Round Trip,7,15,12.29,62,Ameerpet,319,2379.61
09-10-2024,223R,Uppal X Road,Afzalgunj,17,Round Trip,17,20,32.47,119,Ameerpet,261,7756.68
09-10-2024,9X/272G,BHEL,Afzalgunj,11,One Way,14,20,10.25,68,Ameerpet,256,4650.39
10-10-2024,86V,Koti Women's College,Chandrayangutta X Road,11,Round Trip,19,28,34.33,17,Koti,131,1528.88
10-10-2024,227W,Nagole Ring Road,Sanghi Nagar,4,One Way,42,10,9.4,51,Koti,484,4338.26
10-10-2024,225,Boduppal,Gajula Ramaram,18,Round Trip,13,15,26.06,30,Ameerpet,359,9589.9
10-10-2024,9X/283D,L.B. Nagar,Patancheru Bus Station,12,Round Trip,28,5,44.43,78,Ameerpet,491,12639.33
10-10-2024,187J,Chengicherla,ESI,11,One Way,25,10,37.15,33,Ameerpet,394,11743.2
10-10-2024,218,Mehdipatnam,Afzalgunj,14,One Way,8,15,31.89,92,Ameerpet,243,10355.44
10-10-2024,289M,Suraram,Bachupally,13,Round Trip,26,20,42.75,55,Ameerpet,101,5433.79
10-10-2024,187JL,Suraram,Patancheru Bus Station,13,Round Trip,21,20,21.14,65,Ameerpet,359,11320.2
10-10-2024,9X/272G,Aramghar,Hayathnagar,20,One Way,10,20,43.13,107,Ameerpet,497,12803.99
10-10-2024,19/224,Aramghar,Bachupally,19,One Way,30,10,23.67,69,Ameerpet,142,10956.75
10-10-2024,19F/A,Chandrayan Gutta X Road,ESI,5,Round Trip,19,20,48.84,93,Ameerpet,154,13534.73
10-10-2024,102B/218L,Jagadgirigutta,Kachiguda,8,Round Trip,13,20,21.71,33,Ameerpet,480,10710.89581
10-10-2024,9M,NGO Colony,Bowrampet,18,One Way,13,15,36.31,115,Ameerpet,226,14968.32
11-10-2024,299P,Suchitra X Road,Chandrayangutta X Road,4,One Way,30,42,14.64,70,Koti,175,1131.49
11-10-2024,218L,BHEL,Suraram,8,One Way,30,30,7.21,93,Ameerpet,208,2659.57
11-10-2024,225S,Koti,Gajula Ramaram,9,Round Trip,8,20,22,90,Ameerpet,217,4813.32
11-10-2024,41N,Boduppal,Bachupally,5,Round Trip,5,15,26.89,82,Ameerpet,182,12287.34
11-10-2024,83J/230,Suraram,Gajula Ramaram,15,Round Trip,7,15,26.97,96,Ameerpet,293,14377.68
11-10-2024,83J/230,Chengicherla,Balanagar X Road,17,Round Trip,15,10,38.48,80,Ameerpet,419,5551.59
11-10-2024,19F,NGO Colony,Patancheru Bus Station,12,Round Trip,9,5,45.14,95,Ameerpet,148,2998.58
11-10-2024,19F/A,Borabanda,Kachiguda,13,One Way,23,10,11.29,58,Ameerpet,204,8871.73
11-10-2024,283A,Allwyn Colony,Kondapur Bus Station,14,Round Trip,24,15,37.81,40,Ameerpet,305,12140.16
11-10-2024,113C,Allwyn Colony,L.B. Nagar Ring Road,10,One Way,24,15,48.09,74,Ameerpet,476,4938.66
11-10-2024,225M,NGO Colony,Nampally,8,Round Trip,21,5,25.86,14,Ameerpet,257,4187.16
11-10-2024,189M,Koti,Bachupally,18,Round Trip,11,10,8.36,78,Ameerpet,154,2274.91
11-10-2024,183,Sanath Nagar,Shamshiguda,9,One Way,15,15,39.18,89,Ameerpet,148,13905.61
11-10-2024,225M,Mehdipatnam,Hayathnagar,15,Round Trip,21,30,13.8,78,Ameerpet,249,6115.13
11-10-2024,41N,Central Bus Station,Afzalgunj,20,Round Trip,23,5,46.88,118,Ameerpet,329,16130.94562
12-10-2024,206,High Court Colony Deer Park,Musheerabad,1,Round Trip,13,14,53.95,,Koti,370,1261.459796
12-10-2024,219,Aramghar,Gandimaisamma,20,Round Trip,21,30,23.26,84,Ameerpet,492,8263.97
12-10-2024,90 D,Chandrayan Gutta X Road,Lingampally,10,Round Trip,16,10,24.82,56,Ameerpet,498,4530.09
12-10-2024,9M,Chandrayan Gutta X Road,Film Nagar,16,Round Trip,7,10,33.03,41,Ameerpet,306,9859.01
12-10-2024,9K/283K,Aramghar,L.B. Nagar Ring Road,10,One Way,17,10,11.77,33,Ameerpet,315,6491.85
12-10-2024,218C,Borabanda,Ameerpet,14,One Way,6,30,15.09,74,Ameerpet,125,3732.25
12-10-2024,19F/A,Borabanda,Lingampally,13,Round Trip,17,20,9.82,49,Ameerpet,493,9937.36
12-10-2024,189R,MGBS,Suraram,13,One Way,15,15,47.73,81,Ameerpet,407,14629.84
12-10-2024,189 MJ,Charminar,Nampally,17,Round Trip,15,15,22.72,95,Ameerpet,181,10641.95
12-10-2024,183,Jeedimetla,L.B. Nagar Ring Road,7,Round Trip,13,20,19.58,41,Ameerpet,149,2346.43
12-10-2024,19Y/F,Gandimaisamma X Road,ESI,12,Round Trip,24,15,28.98,91,Ameerpet,223,4825.65
13-10-2024,216D/L,High Court Colony Deer Park,Abdullapurmet,14,One Way,28,36,30.44,116,Koti,485,2583.75
13-10-2024,227W,Hayathnagar,Abdullapurmet,8,Round Trip,31,51,75.39,113,Koti,308,2905.42
13-10-2024,205B,Hayathnagar,Chandrayangutta X Road,4,Round Trip,25,19,75.82,53,Koti,258,753.27
13-10-2024,222D,Sanath Nagar,Nampally,8,One Way,16,5,29.03,73,Ameerpet,398,8551.31
13-10-2024,219,L.B. Nagar,Ameerpet,19,Round Trip,26,10,12.54,10,Ameerpet,108,6091.69
13-10-2024,19/224,MGBS,Balanagar X Road,12,Round Trip,22,20,29.44,35,Ameerpet,336,8541.49
13-10-2024,218/19M,Aramghar,VV Nagar,12,Round Trip,7,30,25.49,61,Ameerpet,330,9240.81
13-10-2024,41,Uppal X Road,Suraram,7,Round Trip,30,5,42.34,118,Ameerpet,236,9565.52
13-10-2024,225M,BHEL,Hayathnagar,13,Round Trip,19,10,46.16,51,Ameerpet,303,8663.73
13-10-2024,113EL,Borabanda,Afzalgunj,12,One Way,5,30,5.6,114,Ameerpet,481,13141.63
13-10-2024,225A,Suraram,Ameerpet,15,One Way,29,5,23.99,66,Ameerpet,454,7494.85
13-10-2024,183,Chengicherla,Secunderabad Bus Station,11,One Way,16,10,46.06,70,Ameerpet,312,8561.64
13-10-2024,19F,Jagadgirigutta,Gajula Ramaram,7,One Way,30,10,47.77,94,Ameerpet,451,6006.28
13-10-2024,225HP,Allwyn Colony,Hayathnagar,10,One Way,23,5,13.83,31,Ameerpet,472,7099.22
13-10-2024,113C,Chandrayan Gutta X Road,Shamshiguda,5,One Way,13,5,14.24,98,Ameerpet,383,6019.02
14-10-2024,41,Sanath Nagar,Film Nagar,10,One Way,7,20,39.05,14,Ameerpet,147,2713.07
14-10-2024,225S,Central Bus Station,Bachupally,17,Round Trip,24,10,36.5,76,Ameerpet,220,14752.34
14-10-2024,83J/272G,Uppal X Road,Gajula Ramaram,16,Round Trip,26,10,33.05,117,Ameerpet,152,12450.31
14-10-2024,83K,Boduppal,Balanagar X Road,9,One Way,6,10,42.53,40,Ameerpet,151,3337.74
14-10-2024,19M,Chandrayan Gutta X Road,Gandimaisamma,6,One Way,21,30,34.25,22,Ameerpet,449,11728.43
14-10-2024,10H/25S,Suraram,Ameerpet,7,One Way,18,15,12.63,76,Ameerpet,312,9081.32
14-10-2024,225,Boduppal,Gajula Ramaram,6,One Way,16,10,14.48,107,Ameerpet,344,14143.78
14-10-2024,19K,Uppal X Road,Bowrampet,7,One Way,28,10,26.13,11,Ameerpet,232,4796.16
14-10-2024,218D,Aramghar,Nampally,14,One Way,20,20,36.98,50,Ameerpet,477,6678.76
14-10-2024,102B/218L,Jagadgirigutta,Afzalgunj,17,Round Trip,19,20,26.83,82,Ameerpet,418,2292.03
14-10-2024,230N,Suraram,Shamshiguda,6,One Way,13,20,15.5,82,Ameerpet,292,8997.7
14-10-2024,225L/299,Aramghar,Shamshiguda,19,Round Trip,24,15,29.76,85,Ameerpet,242,8759.52
15-10-2024,298,Koti Osmania Hospital,Chandrayangutta X Road,12,One Way,13,37,5.35,99,Koti,412,2725.36
15-10-2024,19K,Central Bus Station,Balanagar X Road,12,One Way,29,5,7.55,94,Ameerpet,424,5569.9
15-10-2024,218C,Sanath Nagar,Kondapur Bus Station,10,Round Trip,8,10,40.76,73,Ameerpet,425,2142.94
15-10-2024,83K,Gandimaisamma X Road,Kondapur Bus Station,6,Round Trip,25,30,28.57,81,Ameerpet,296,2377.61
15-10-2024,189 MJ,Aramghar,Shamshiguda,7,One Way,12,15,45.29,48,Ameerpet,140,14310.04
15-10-2024,19F/A,NGO Colony,Gandimaisamma,12,One Way,7,10,46.44,97,Ameerpet,116,14874.72
15-10-2024,9K,Charminar,Kondapur Bus Station,18,Round Trip,11,10,43.14,104,Ameerpet,154,11159.73
15-10-2024,9K/283K,Koti,Suraram,13,One Way,11,20,38.26,17,Ameerpet,305,12985.45
15-10-2024,225,BHEL,Kondapur Bus Station,19,Round Trip,8,5,16.02,30,Ameerpet,245,1910.744818
15-10-2024,225S,Central Bus Station,Ameerpet,16,One Way,24,30,30.08,24,Ameerpet,407,13694.89
15-10-2024,9M-1,Mehdipatnam,Gajula Ramaram,6,Round Trip,20,20,14.36,10,Ameerpet,346,5561.37
15-10-2024,41,Mehdipatnam,Patancheru Bus Station,12,One Way,16,30,7.86,74,Ameerpet,297,14527.12
16-10-2024,205M,High Court Colony Deer Park,Musheerabad,14,Round Trip,42,18,44.99,68,Koti,495,864.17
16-10-2024,185,BHEL,Kachiguda,6,Round Trip,14,10,18.07,116,Ameerpet,472,14762.9
16-10-2024,10H/25S,KPHB,Film Nagar,9,Round Trip,24,5,47.69,26,Ameerpet,241,9437.5
16-10-2024,19M/224,Mehdipatnam,Gajula Ramaram,16,One Way,11,10,12.23,28,Ameerpet,221,6136.04
16-10-2024,189M/A,BHEL,Balanagar X Road,17,Round Trip,25,5,48.52,94,Ameerpet,435,7524.14
16-10-2024,90 U,Aramghar,Afzalgunj,12,Round Trip,7,5,9.31,68,Ameerpet,222,5784.68
16-10-2024,9M,Mehdipatnam,Film Nagar,13,Round Trip,27,5,11.48,58,Ameerpet,245,7913.93
16-10-2024,183AJ,Borabanda,Kachiguda,16,Round Trip,24,30,9.1,61,Ameerpet,484,3314.1
16-10-2024,230N,MGBS,Kachiguda,19,Round Trip,11,5,29.09,85,Ameerpet,263,10695.51
16-10-2024,283D,Gandimaisamma X Road,Bowrampet,13,Round Trip,17,5,6.76,82,Ameerpet,371,2336.53
16-10-2024,189R,Aramghar,Nampally,19,Round Trip,7,15,16.22,30,Ameerpet,194,5681.74
16-10-2024,189M/A,Borabanda,Afzalgunj,18,One Way,11,30,25.9,13,Ameerpet,472,7461.48
16-10-2024,225S,Charminar,Gandimaisamma,11,Round Trip,16,5,27.82,40,Ameerpet,163,10641.45
16-10-2024,283D,Dilsukhnagar,Shamshiguda,8,Round Trip,16,5,42.35,61,Ameerpet,318,3118.33
16-10-2024,41,Central Bus Station,Balanagar X Road,17,Round Trip,15,30,28.45,103,Ameerpet,467,7778.993047
16-10-2024,9K/283K,Jagadgirigutta,Afzalgunj,10,One Way,20,30,31.39,19,Ameerpet,500,5135.77
16-10-2024,83J/272G,Allwyn Colony,Suraram,7,Round Trip,7,10,30.35,11,Ameerpet,403,8141.78
16-10-2024,90 D,Central Bus Station,Shamshiguda,5,Round Trip,13,15,10.07,13,Ameerpet,207,14104.62
16-10-2024,189 MJ,Suraram,Secunderabad Bus Station,10,Round Trip,26,15,38.17,44,Ameerpet,423,11795.3
17-10-2024,209,Suchitra X Road,Abdullapurmet,10,Round Trip,33,54,31.4,88,Koti,473,3727.72
17-10-2024,225S,Boduppal,Nampally,11,Round Trip,8,15,22.78,102,Ameerpet,447,14935.45
17-10-2024,83J/230,Gandimaisamma X Road,Kachiguda,17,One Way,11,10,44.53,41,Ameerpet,452,4467.99
17-10-2024,283A,Dilsukhnagar,Afzalgunj,18,One Way,13,10,13.2,36,Ameerpet,128,12743.05
17-10-2024,83J/230,KPHB,Gajula Ramaram,11,One Way,10,20,36.15,103,Ameerpet,207,6705.371449
17-10-2024,289M,Mehdipatnam,Ameerpet,20,Round Trip,25,20,48.59,79,Ameerpet,240,8204.79
17-10-2024,102B/218L,Uppal X Road,Suraram,17,One Way,17,15,38.51,45,Ameerpet,357,10294.27
17-10-2024,10H/25S,Jagadgirigutta,Gajula Ramaram,16,One Way,11,15,26.65,15,Ameerpet,126,14951.46
17-10-2024,9X/171M,Chandrayan Gutta X Road,Kondapur Bus Station,7,One Way,22,10,9.57,86,Ameerpet,190,5855.65
17-10-2024,218D,Jagadgirigutta,Gajula Ramaram,6,Round Trip,12,10,5.92,74,Ameerpet,472,8113.86
17-10-2024,225,MGBS,Kondapur Bus Station,17,One Way,21,10,43.74,108,Ameerpet,117,9040.41
18-10-2024,230X,Suraram,VV Nagar,14,Round Trip,10,30,26.07,76,Ameerpet,209,2302.44
18-10-2024,225M,Mehdipatnam,Afzalgunj,13,One Way,7,30,9.41,53,Ameerpet,458,120169.2
18-10-2024,219,Gandimaisamma X Road,VV Nagar,11,Round Trip,17,30,48.34,68,Ameerpet,359,2021.52
18-10-2024,225A,Central Bus Station,Gandimaisamma,11,One Way,28,15,42.43,99,Ameerpet,426,4643.29
18-10-2024,224H,Dilsukhnagar,Shamshiguda,20,One Way,26,5,27.14,88,Ameerpet,338,4087.66
18-10-2024,225M,Central Bus Station,Balanagar X Road,19,Round Trip,11,30,6.37,35,Ameerpet,157,5114.45
18-10-2024,83K,Suraram,Lingampally,20,One Way,13,20,6.66,21,Ameerpet,498,9831.092117
18-10-2024,225L,Jagadgirigutta,Shamshiguda,17,Round Trip,19,20,36.12,22,Ameerpet,263,12419.58
18-10-2024,10H/250C,Koti,Bowrampet,18,One Way,27,15,44.67,70,Ameerpet,191,11401.82
18-10-2024,225L/299,Mehdipatnam,Bachupally,11,One Way,21,5,20.3,98,Ameerpet,499,5548.02
18-10-2024,113C,Suraram,Hayathnagar,15,One Way,13,5,12.04,30,Ameerpet,355,6580.09
19-10-2024,127HJ,Sai Nagar Colony,JNTU,17,One-way,21,40,12.54,74,Hitech City,404,1421.46
19-10-2024,9K,Borabanda,Ameerpet,18,One Way,8,30,34.39,32,Ameerpet,223,13926.29
19-10-2024,185,Aramghar,Gandimaisamma,16,Round Trip,29,10,25.19,92,Ameerpet,105,97435.1
19-10-2024,19Y/F,L.B. Nagar,Bowrampet,14,One Way,30,10,47.28,113,Ameerpet,402,12456.1
19-10-2024,225,Borabanda,VV Nagar,12,One Way,5,15,46.93,43,Ameerpet,216,8753.41
